doc_id,word,label,context
1714,xytryptamine,Chemical,...ated the synthesis / turnover of 5-hydroxytryptamine ( 5-HT ) but suppressed the synthesis o...
1714,5,Chemical,...sis / turnover of 5-hydroxytryptamine ( 5-HT ) but suppressed the synthesis of ga...
1714,t,Chemical,... / turnover of 5-hydroxytryptamine ( 5-HT ) but suppressed the synthesis of gamma...
1714,gamma,Chemical,... 5-HT ) but suppressed the synthesis of gamma-aminobutyric acid and acetylcholine in ...
1715,n,Chemical,"...ized by pretreatment with a glutamate / N-methyl-D-aspartate antagonist , aminoph..."
1715,methyl-d-aspartate,Chemical,"...ed by pretreatment with a glutamate / N-methyl-D-aspartate antagonist , aminophosphonovaleric acid..."
1717,convuls,Disease,...istration of the anxioselective and anticonvulsant beta-carboline derivative abecarnil ...
1717,beta,Chemical,...f the anxioselective and anticonvulsant beta-carboline derivative abecarnil ....
1717,carboline,Chemical,... anxioselective and anticonvulsant beta-carboline derivative abecarnil ....
1718,beta,Chemical,"...In rodents , the effect of the beta-carboline derivative isopropyl-6- benzy..."
1718,carboline,Chemical,"...In rodents , the effect of the beta-carboline derivative isopropyl-6- benzyloxy-4-met..."
1718,isopropyl-6,Chemical,...effect of the beta-carboline derivative isopropyl-6- benzyloxy-4-methoxymethyl-beta-carboli...
1718,benzyloxy-4,Chemical,... beta-carboline derivative isopropyl-6- benzyloxy-4-methoxymethyl-beta-carboline-3-carboxyl...
1718,metho,Chemical,...ine derivative isopropyl-6- benzyloxy-4-methoxymethyl-beta-carboline-3-carboxylate ( ...
1718,methyl-beta-carboline-3,Chemical,"...ivative isopropyl-6- benzyloxy-4-methoxymethyl-beta-carboline-3-carboxylate ( abecarrnil ), a new ligan..."
1718,carboxylate,Chemical,"...zyloxy-4-methoxymethyl-beta-carboline-3-carboxylate ( abecarrnil ), a new ligand for benzod..."
1718,vuls,Disease,"...eptors possessing anxiolytic and anticonvulsant properties , was evaluated on the fu..."
1718,a,Chemical,"...entral gamma-aminobutyric acid ( GABA ) A receptor complex , both in vitro and in..."
1719,t-[35s,Chemical,...6Cl - uptake and reduced the binding of t-[35S]butylbicyclophosphorothionate ( [35S]TB...
1719,butylbicyclophosphorothionate,Chemical,...ptake and reduced the binding of t-[35S]butylbicyclophosphorothionate ( [35S]TBPS ). These effects were simil...
1719,[35s,Chemical,... t-[35S]butylbicyclophosphorothionate ( [35S]TBPS ). These effects were similar to t...
1719,tbps,Chemical,...5S]butylbicyclophosphorothionate ( [35S]TBPS ). These effects were similar to those ...
1719,tert,Chemical,"...hereas the partial agonist Ro 16-6028 ( tert-butyl-(S)-8-bromo-11,12,13,13a-tetrahyd..."
1719,butyl-(s,Chemical,"...s the partial agonist Ro 16-6028 ( tert-butyl-(S)-8-bromo-11,12,13,13a-tetrahydro-9-oxo-..."
1719,-8,Chemical,"...tial agonist Ro 16-6028 ( tert-butyl-(S)-8-bromo-11,12,13,13a-tetrahydro-9-oxo-9H-..."
1719,"bromo-11,12,13,13a-tetra",Chemical,"...l agonist Ro 16-6028 ( tert-butyl-(S)-8-bromo-11,12,13,13a-tetrahydro-9-oxo-9H- imidazo[1,5-a]-pyrrolo-[..."
1724,35,Chemical,...p .) manner [35S]TBPS binding measured ex vivo in the c...
1724,tbps,Chemical,...p .) manner [35S]TBPS binding measured ex vivo in the cerebra...
1726,convuls,Disease,...5 mg / kg antagonized completely the convulsant activity and the increase of [35S]TB...
1727,35,Chemical,...c .) as well as the increase of [35S]TBPS binding induced by foot - shock s...
1727,t,Chemical,...c .) as well as the increase of [35S]TBPS binding induced by foot - shock stre...
1728,35,Chemical,"... we studied the action of abecarnil on [35S]TBPS binding , exploratory motility an..."
1733,beta,Chemical,...05 mg / kg of this beta-carboline reduced markedly the increase...
1733,carboline,Chemical,...05 mg / kg of this beta-carboline reduced markedly the increase of [35S]T...
1734,post,Disease,...Recurrent myocardial infarction in a postpartum patient receiving bromocriptine ....
1739,cardiac,Disease,"... regarded as "" safe ,"" possible serious cardiac effects of bromocriptine..."
1745,hypotens,Disease,...Pharmacodynamics of the hypotensive effect of levodopa in parkinsonian p...
1749,hypotens,Disease,...The magnitude of the hypotensive effect of levodopa was concentration...
1751,hypotens,Disease,... blood pressure correlated with greater hypotensive effects ....
1752,parkinsonia,Disease,...Antiparkinsonian effects of levodopa temporally correla...
1753,parkinsonia,Disease,"...rrier , reduced the hypotensive and antiparkinsonian effects of levodopa ...."
1754,hypotens,Disease,...We conclude that levodopa has a central hypotensive action that parallels the motor effe...
1771,inhibitor,Chemical,...Angiotensin - converting enzyme ( ACE ) inhibitors should be used first as they are safer...
1781,2,Chemical,"...ative reverse transcriptase inhibitor , 2'3' dideoxyinosine ...."
1781,3,Chemical,"...ive reverse transcriptase inhibitor , 2'3' dideoxyinosine ...."
1781,dideoxyinosin,Chemical,"... reverse transcriptase inhibitor , 2'3' dideoxyinosine ...."
1786,inhibitor,Chemical,"...xetine , a selective serotonin reuptake inhibitor , is gaining increased acceptance in th..."
1789,ps,Disease,...ive instability ; major depression with psychotic features ; a family history of a...
1796,crea,Chemical,...eries of 6 liver function tests and 714 creatine phosphokinase levels measured ....
1801,chole,Chemical,"...With 2 - drug therapy , mean total cholesterol decreased 22 % from 255 to 200 mg..."
1801,t,Chemical,"...ecreased 22 % from 255 to 200 mg / dl , triglyceride levels decreased 35 % from 2..."
1801,ch,Chemical,"...ased 35 % from 236 to 154 mg / dl , LDL cholesterol decreased 26 % from 176 to 131..."
1801,chole,Chemical,"...from 176 to 131 mg / dl , and the total cholesterol / HDL cholesterol ratio decreased..."
1801,ol,Chemical,"...to 131 mg / dl , and the total cholesterol / HDL cholesterol ratio decreased 24 % ..."
1801,chole,Chemical,"... / dl , and the total cholesterol / HDL cholesterol ratio decreased 24 % from 7 ...."
1801,ol,Chemical,...nd the total cholesterol / HDL cholesterol ratio decreased 24 % from 7 ....
1806,co,Chemical,...coni's anemia treated with androgen and corticosteroid ....
1813,n,Chemical,...ral microinjections of 30 nmol / 200 nl N-methyl-D-aspartic acid ....
1814,n,Chemical,...The restimulation of this area with N-methyl-D-aspartic acid 15 days postlesi...
1823,damage,Disease,...Damage of substantia nigra pars reticulata dur...
1831,edema,Disease,...rain barrier disturbances and vasogenic edema formation ....
1834,par,Chemical,"...By 2 hours , parvalbumin - staining changed in the centr..."
1834,neuron,Disease,"... , and Nissl - staining visualized some neuronal distortion ...."
1834,distortion,Disease,...ssl - staining visualized some neuronal distortion ....
1836,ed,Disease,"...By 6 h , vasogenic edema covered the lesioned SNR ...."
1839,s,Chemical,...firmed the neuronal and glial damage of SNR ....
1842,d,Disease,...abolic disturbance and neurotransmitter dysfunction as occur during massive statu...
1843,n-(2,Chemical,...ity of doxorubicin given in the form of N-(2-hydroxypropyl)methacrylamide conjugates...
1843,hydroxypropyl,Chemical,...f doxorubicin given in the form of N-(2-hydroxypropyl)methacrylamide conjugates : and experim...
1843,methacrylamide,Chemical,...given in the form of N-(2-hydroxypropyl)methacrylamide conjugates : and experimental study in ...
1844,cardiotoxicit,Disease,...the general acute toxicity and the late cardiotoxicity of 4 mg / kg doxorubicin ( DOX ) given...
1844,n-(2,Chemical,...er as free drug or in the form of three N-(2-hydroxypropyl)methacrylamide ( HPMA ) c...
1844,hydroxypropyl)methacrylamide,Chemical,... free drug or in the form of three N-(2-hydroxypropyl)methacrylamide ( HPMA ) copolymer conjugates ....
1850,deaths,Disease,"...1 ). Throughout the study ( 20 weeks ), deaths related to cardiotoxicity were observed..."
1856,post,Disease,"...025 % capsaicin in chronic post-herpetic neuralgia : efficacy , predict..."
1869,burning,Disease,...urse or severity of capsaicin - induced burning ....
1875,bipolarity,Disease,"...mptomatology , chronicity , psychosis , bipolarity , and secondary onset in the course of ..."
1875,inhibitor,Chemical,...ions associated with serotonin reuptake inhibitors ....
1876,gaba,Chemical,"...adrenergic receptor downregulation , or GABAB receptor upregulation acting in the vi..."
1885,micro,Disease,...nce of encephalitis and the decrease in microfilaremia...
1885,laremia,Disease,...encephalitis and the decrease in microfilaremia...
1893,is,Disease,...lar oxidant stress following intestinal ischemia - reperfusion injury ....
1893,re,Disease,... stress following intestinal ischemia - reperfusion injury ....
1893,injury,Disease,...owing intestinal ischemia - reperfusion injury ....
1897,is,Disease,... subjected to a standardized intestinal ischemia - reperfusion injury ....
1897,injury,Disease,...dized intestinal ischemia - reperfusion injury ....
1898,glutathione,Chemical,...ation products and oxidized and reduced glutathione ....
1899,is,Disease,... total glutathione following intestinal ischemia - reperfusion injury ....
1899,mia,Disease,...l glutathione following intestinal ischemia - reperfusion injury ....
1899,re,Disease,...athione following intestinal ischemia - reperfusion injury ....
1899,injury,Disease,...owing intestinal ischemia - reperfusion injury ....
1900,glutathione,Chemical,...Oxidized glutathione ( GSSG ) increased significantly follow...
1900,gss,Chemical,...Oxidized glutathione ( GSSG ) increased significantly following 30...
1904,g,Chemical,... suggest that the measurement of tissue GSSG...
1905,icu,Disease,...e haemodynamic changes of cimetidine in ICU patients ....
1906,his,Chemical,"...Cimetidine , a histamine 2 ( H2 ) antagonist , produces a ..."
1907,his,Chemical,...his may be because cimetidine acts as a histamine agonist ....
1908,his,Chemical,"...efore , investigated the effects of the histamine 1 ( H1 ) receptor antagonist , di..."
1908,icu,Disease,...ic changes observed after cimetidine in ICU patients ....
1926,it,Chemical,"...gic toxicities have been described with IT - methotrexate , IT - cytosine arabinos..."
1926,it,Chemical,"...been described with IT - methotrexate , IT - cytosine arabinoside and IT - TSPA ...."
1926,it,Chemical,"...trexate , IT - cytosine arabinoside and IT - TSPA ...."
1928,m,Chemical,"... useful IT agent , its combination with MTX , ara-C and radiotherapy could cause ..."
1928,x,Chemical,"...seful IT agent , its combination with MTX , ara-C and radiotherapy could cause se..."
1928,ara,Chemical,"...l IT agent , its combination with MTX , ara-C and radiotherapy could cause severe n..."
1928,c,Chemical,"... agent , its combination with MTX , ara-C and radiotherapy could cause severe neu..."
1929,it,Chemical,...need for further toxicology research on IT - TSPA...
1945,ligu,Disease,... report mefenamic acid - induced non - oliguric renal failure and severe neutropenia...
1956,h,Disease,"...0 mg / dL ), patients in the hypercalcemic group exhibited a significa..."
1956,cal,Chemical,"...0 mg / dL ), patients in the hypercalcemic group exhibited a significant incr..."
1976,hypertens,Disease,...Methyldopa is an antihypertensive medication which is available generi...
1983,autoimmune,Disease,...A brief review of autoimmune and drug - induced hemolytic anemias...
1997,painful,Disease,...ry clinical trials reported that it was painful upon application ....
2006,a,Chemical,...eams was less satisfactory than that of AgSD ....
2010,neurotoxi,Disease,"...Busulfan is known to be neurotoxic in animals and humans , but its acute ..."
2012,ma,Disease,"... before bone marrow transplantation for malignant solid tumors , brain tumors excl..."
2023,neurological,Disease,...infusion of clonazepam ; none had any neurological symptoms ....
2030,can,Disease,...th potential inferences in terms of anticancer or myeloablative effects ....
2032,his,Chemical,...Histamine antagonists and d-tubocurarine - ...
2034,d,Chemical,...35 mg / kg of d-tubocurarine were studied in 24 patient...
2034,tubocurarine,Chemical,...35 mg / kg of d-tubocurarine were studied in 24 patients ....
2035,his,Chemical,...H1 - and H2 - histamine antagonists or placebo were given...
2043,convuls,Disease,...Convulsant effect of lindane and regional brain...
2044,organochlorine,Chemical,...e ( gamma-hexachlorocyclohexane ) is an organochlorine insecticide with known neurotoxic effec...
2044,neurotoxi,Disease,...n organochlorine insecticide with known neurotoxic effects ....
2045,gamma,Chemical,...s a non - competitive antagonist at the gamma-aminobutyric acid ( GABA )- A receptor ...
2047,ton,Disease,...All animals suffered tonic convulsions at 18 ....
2053,lupus,Disease,...e case of propylthiouracil - associated lupus-like syndrome are described ....
2053,syndrome,Disease,...ropylthiouracil - associated lupus-like syndrome are described ....
2055,131,Chemical,...is concluded that in most circumstances 131I is the therapy of choice for hyperthyr...
2056,convuls,Disease,...Anticonvulsant actions of MK-801 on the lithium - p...
2057,mk,Chemical,"...MK-801 , a noncompetitive N-methyl-D-aspar..."
2057,801,Chemical,"...MK-801 , a noncompetitive N-methyl-D-aspartate..."
2057,convuls,Disease,"...eceptor antagonist , was tested for anticonvulsant effects in rats using two seizure mo..."
2059,convuls,Disease,...d an effective and dose - dependent anticonvulsant action with the lithium - pilocarpin...
2060,convuls,Disease,"...Second , the anticonvulsant effect of MK-801 in the lithium - pi..."
2061,mk,Chemical,... derived from in vitro experiments that MK-801 binding requires agonist - induced ...
2061,801,Chemical,...rived from in vitro experiments that MK-801 binding requires agonist - induced open...
2062,vu,Disease,"...pilocarpine by administration of anticonvulsants prior to pilocarpine , it is more..."
2062,seizure,Disease,...lepticus and block the lethality of the seizures ....
2075,death,Disease,...ction of amphetamine 75 mg / kg ( 100 % death rate ) or cocaine 70 mg / kg ( 82 % dea...
2077,dopa,Chemical,...ggest a protective role for the central dopamine blocker haloperidol against death f...
2077,death,Disease,...al dopamine blocker haloperidol against death from high - dose amphetamine exposure w...
2079,est,Chemical,...Autoradiographic evidence of estrogen binding sites in nuclei of diethyl...
2080,est,Chemical,...Estrogen binding sites were demonstrated by...
2081,3h,Chemical,"...ng , following the in vivo injection of 3H - 17 beta estradiol , was increased onl..."
2085,est,Chemical,...nding of estrogen to nuclei of cells in estrogen induced hamster renal carcinomas...
2089,at,Chemical,... and to a dose - related dual effect of atropine - like drugs on muscarine...
2089,ine,Chemical,...to a dose - related dual effect of atropine - like drugs on muscarine...
2089,m,Chemical,...dual effect of atropine - like drugs on muscarine...
2089,ine,Chemical,...ffect of atropine - like drugs on muscarine...
2091,hypotens,Disease,"...beta - adrenergic blocking agent , as a hypotensive agent in combination with inhalation..."
2113,d,Chemical,"...on , the patients received fentanyl and d-tubocurarine ...."
2113,tubocurarine,Chemical,"... , the patients received fentanyl and d-tubocurarine ...."
2117,ta,Disease,"...ion , the heart rate was stable without tachy- or bradycardia ...."
2117,bradycardia,Disease,...heart rate was stable without tachy- or bradycardia ....
2123,tonic,Disease,...Tonic-clonic seizures followed intravenous fl...
2123,clon,Disease,...Tonic-clonic seizures followed intravenous fluores...
2123,seizures,Disease,...Tonic-clonic seizures followed intravenous fluorescein inject...
2126,acc,Chemical,...ACC-9653 is rapidly converted enzymatically...
2126,9653,Chemical,...ACC-9653 is rapidly converted enzymatically to p...
2127,vuls,Disease,...phenytoin sodium have equivalent anticonvulsant activity against seizures induced by...
2136,rhyth,Disease,...and phenytoin sodium have similar antiarrhythmic activity against ouabain - induced v...
2138,arrhyth,Disease,...phenytoin sodium displayed in vitro antiarrhythmic activity against strophanthidin - in...
2139,reduction,Disease,...dium treatments produced similar marked reductions in diastolic blood pressure and contra...
2152,pertussis,Disease,...Treatment of lethal pertussis vaccine reaction with histamine H1 anta...
2152,his,Chemical,... lethal pertussis vaccine reaction with histamine H1 antagonists ....
2155,bsa,Chemical,...105 animals ( 5 %) died after receiving BSA on day + 7 ( p less than 0 ....
2156,his,Chemical,...001 ). Blockade of histamine H1 receptors may reduce mortality...
2156,per,Chemical,...ne H1 receptors may reduce mortality in pertussis immunization - induced encephalop...
2156,tus,Disease,...H1 receptors may reduce mortality in pertussis immunization - induced encephalopath...
2156,sis,Chemical,...receptors may reduce mortality in pertussis immunization - induced encephalopathy...
2160,de,Chemical,"...911 pmol ), and a 5 % dextrose solution ( 5 ...."
2168,adeno,Chemical,...Adenosine antagonists have been previously sh...
2168,nephrotox,Disease,... to be of benefit in some ischaemic and nephrotoxic models of acute renal failure ( ARF )...
2168,alkylxanthine,Chemical,"...he present study , the effects of three alkylxanthines with different potencies as adenosine ..."
2168,adeno,Chemical,"...ylxanthines with different potencies as adenosine antagonists 8-phenyltheophylline , ..."
2168,8,Chemical,"...rent potencies as adenosine antagonists 8-phenyltheophylline , theophylline and e..."
2168,phenyltheophylline,Chemical,"...nt potencies as adenosine antagonists 8-phenyltheophylline , theophylline and enprofylline , were ..."
2170,alkylxanthine,Chemical,...istent protective effect noted with the alkylxanthines tested in the present study indicates ...
2170,adenosin,Chemical,"...ted in the present study indicates that adenosine plays little , if any , pathophysiolog..."
2173,into,Disease,"...ry eyes , blurred vision , contact lens intolerance , and photodermatitis are revers..."
2173,ance,Disease,"... , blurred vision , contact lens intolerance , and photodermatitis are reversible si..."
2186,tremor,Disease,...Both anti - asthmatic and tremorgenic effects of procaterol were dose - ...
2191,1,Chemical,"...1 -( 2 , 4 - dichlorophenoxy )- 3 [ 2 - 3..."
2194,hyper,Disease,"... blockers influenced the development of hypertrophy to a different , but not reproduc..."
2194,phy,Disease,"...s influenced the development of hypertrophy to a different , but not reproducible e..."
2195,ornithin,Chemical,... was possible to suppress the increased ornithine decarboxylase activity with both beta ...
2195,h,Disease,"...e activity with both beta - blockers in hypertrophied hearts , but there was no e..."
2196,h,Disease,...eristic myosin isoenzyme pattern of the hypertrophied rat heart ....
2199,no,Disease,...- release theophylline preparation upon nocturnal asthma were compared in a placeb...
2208,no,Disease,...valuable alternative to theophylline in nocturnal asthma...
2215,pilept,Disease,...ffect of valproic acid ; a paradoxical epileptogenic effect secondary to the drug ; an...
2217,deficit,Disease,...ne on a scopolamine - induced retention deficit in a passive avoidance paradigm was inv...
2223,naloxon,Chemical,...se in pain sensitivity ( pre - training naloxone ) nor an induced aversive state ( post...
2223,naloxon,Chemical,...nduced aversive state ( post - training naloxone ) appear to be responsible for the inf...
2223,naloxon,Chemical,... to be responsible for the influence of naloxone on the scopolamine - induced retention...
2224,me,Chemical,...dder of the rat and their prevention by mesna ....
2224,na,Chemical,...r of the rat and their prevention by mesna ....
2240,h,Chemical,...7 ( SEM ) cm H2O ) than in the alfentanil group ( 7 ....
2242,h,Chemical,...5 ( SEM ) cm H2O ). The increase in intragastric press...
2247,insulin,Chemical,...Acute insulin treatment normalizes the resistance to ...
2247,cardiotox,Disease,...atment normalizes the resistance to the cardiotoxic effect of isoproterenol in streptozot...
2247,diabe,Disease,...fect of isoproterenol in streptozotocin diabetic rats ....
2249,insulin,Chemical,...The acute effect of insulin treatment on the earlier reported prote...
2249,cardiotox,Disease,... of streptozotocin diabetes against the cardiotoxic effect of high doses of isoproterenol...
2250,insulin,Chemical,"... min after the injection of crystalline insulin , ISO was given subcutaneously and when..."
2250,is,Chemical,"..., ISO was given subcutaneously and when ISO induced fibrosis in the myocardium was..."
2253,cat,Chemical,...The myocardial content of catecholamines was estimated in these 8 day...
2253,diabe,Disease,...cholamines was estimated in these 8 day diabetic rats ....
2255,catechola,Chemical,"...eptors could , therefore , explain this catecholamine resistance ...."
2256,insulin,Chemical,...The rapid reversion after insulin treatment excludes the possibility that...
2256,is,Disease,...hat streptozotocin in itself causes the ISO resistance and points towards a direct...
2256,resistance,Disease,...streptozotocin in itself causes the ISO resistance and points towards a direct insulin eff...
2256,insulin,Chemical,... resistance and points towards a direct insulin effect on myocardial catecholamine sens...
2256,cat,Chemical,...s a direct insulin effect on myocardial catecholamine sensitivity in diabetic rats ...
2261,ed,Chemical,"...atment of rats with sodium salicylate , ED50 103 mg / kg ( 60 - 174 ), and phenylb..."
2261,convuls,Disease,"...mg / kg ( 50 - 70 ) converted the non - convulsant dose of pilocarpine , 200 mg / kg , ..."
2261,convuls,Disease,"...ose of pilocarpine , 200 mg / kg , to a convulsant one ...."
2266,vp,Chemical,...Etoposide ( VP-16-213 ) has been used in the treatment...
2266,16-213,Chemical,...Etoposide ( VP-16-213 ) has been used in the treatment of man...
2267,cancer,Disease,...y against several treatment - resistant cancers including malignant glioma ....
2280,auto,Disease,...An autoimmune pathogenesis of the bile duct des...
2281,"1,4",Chemical,"...Differential effects of 1,4-dihydropyridine calcium channel blocker..."
2284,calcium,Chemical,...Clinical applications of calcium channel blockers parallel their tissue ...
2285,dihydropyrid,Chemical,"... heart and vascular smooth muscle , the dihydropyridine calcium channel blockers are a group..."
2285,calcium,Chemical,"...lar smooth muscle , the dihydropyridine calcium channel blockers are a group of potent ..."
2287,calcium,Chemical,...Additional members of this group of calcium channel blockers have been studied for ...
2292,protamine,Chemical,...nephrosis by the co - administration of protamine ....
2293,puromycin,Chemical,... rats by the combined administration of puromycin-aminonucleoside ( AMNS ) and protamine ...
2293,aminonucleoside,Chemical,...he combined administration of puromycin-aminonucleoside ( AMNS ) and protamine sulfate ( PS ). ...
2293,ate,Chemical,"...nonucleoside ( AMNS ) and protamine sulfate ( PS ). Male Sprague - Dawley rats , un..."
2304,neurotoxi,Disease,...estigation was to determine whether the neurotoxicity of theophylline is altered in advan...
2309,neurotoxi,Disease,...regnancy has a negligible effect on the neurotoxic response to theophylline...
2312,prostagland,Chemical,... to type IV renal tubular acidosis with prostaglandin synthetase inhibitors ....
2318,5,Chemical,... patients suggest new manifestations of 5-FU cardiotoxicity that may be influence...
2318,fu,Chemical,...atients suggest new manifestations of 5-FU cardiotoxicity that may be influenced b...
2323,se,Chemical,...Participation of a bulbospinal serotonergic pathway in the rat brain in c...
2325,pressure,Disease,...dent decrease in both the mean arterial pressure and the heart rate ....
2328,5,Chemical,"...e , selective destruction of the spinal 5-HT nerves , produced by bilateral spina..."
2328,"5,7",Chemical,"...oduced by bilateral spinal injection of 5,7-dihydroxytryptamine , reduced the magni..."
2328,dihydroxytryptamine,Chemical,"...ed by bilateral spinal injection of 5,7-dihydroxytryptamine , reduced the magnitude of the vasodepr..."
2328,bra,Disease,...e magnitude of the vasodepressor or the bradycardiac responses to clonidine microin...
2328,card,Disease,...nitude of the vasodepressor or the bradycardiac responses to clonidine microinjected...
2329,se,Chemical,...The data indicate that a bulbospinal serotonergic pathway is involved in develo...
2336,pressure,Disease,...Since she had no blood pressure elevation at initial diagnosis and none...
2337,catechola,Chemical,...ed to be increased levels of vasoactive catecholamines due to interference of their physi...
2338,antidepressants,Chemical,...extreme caution in the use of tricyclic antidepressants in children with active neuroblastoma...
2358,death,Disease,... heart failure caused or contributed to death in 0 / 32 patients in Group 1 v 6 / 52 ...
2366,ill,Disease,... trials of aminoglycosides in seriously ill patients indicate that the relative ris...
2370,flu,Chemical,...Flurothyl seizure thresholds in mice treate...
2376,flu,Chemical,...Flurothyl seizure testing proved to be a ra...
2379,gamma,Chemical,...cts of manipulating the activity of the gamma-aminobutyric acid ( GABA )- mediated sy...
2380,g,Chemical,"...grams , an inhibitor of activity of the GABA - synthesizing enzyme , L-glutamic a..."
2380,l,Chemical,"...ity of the GABA - synthesizing enzyme , L-glutamic acid decarboxylase , into the ..."
2380,vu,Disease,"...iculata ( SNR ), bilaterally , non - convulsant doses of pilocarpine , 100 and 200..."
2382,pal,Disease,"...seizure - related damage to the hippocampal formation , thalamus , amygdala , olfac..."
2382,dal,Disease,"... hippocampal formation , thalamus , amygdala , olfactory cortex , substantia nigra ..."
2382,cortex,Disease,"...ation , thalamus , amygdala , olfactory cortex , substantia nigra and neocortex , whic..."
2382,gra,Disease,"...gdala , olfactory cortex , substantia nigra and neocortex , which is typically obse..."
2391,in,Disease,... ) and eight with inferior infarction ( INF-MI ). Eighty - seven unipolar electroc...
2392,is,Disease,"...After dipyridamole , ischemic ST - segment depression ( 0 ...."
2394,s,Disease,...Exercise - induced ST depression was observed in 84 % of the...
2403,sin,Disease,...ectrocardiographic registrations showed sinus bradycardia in all cases ....
2403,bradycardia,Disease,...ardiographic registrations showed sinus bradycardia in all cases ....
2408,down,Disease,...Downbeat nystagmus is often associated with ...
2408,nystagmus,Disease,...Downbeat nystagmus is often associated with structural les...
2408,im,Disease,...eported as a manifestation of metabolic imbalance or drug intoxication ....
2409,nystagmus,Disease,...f two patients with reversible downbeat nystagmus related to carbamazepine therapy ....
2412,down,Disease,...In patients with downbeat nystagmus...
2412,nystagmus,Disease,...In patients with downbeat nystagmus...
2417,arrhythmia,Disease,...No arrhythmias were induced by these doses of denopam...
2430,hypertens,Disease,...dy of timolol - hydrochlorothiazide antihypertensive therapy ....
2435,hypertens,Disease,...The antihypertensive effect of the drug was greater in pa...
2437,prostagland,Chemical,...thy in the Gunn rat : potential role of prostaglandins ....
2438,prostagland,Chemical,...We examined the potential role of prostaglandins in the development of analgesic neph...
2439,g,Chemical,"...yperbilirubinemia due to the absence of glucuronyl transferase , leading to marke..."
2443,prostagland,Chemical,...one kidney were incubated in buffer and prostaglandin synthesis was determined by radioimmu...
2445,prostagland,Chemical,...A marked corticomedullary gradient of prostaglandin synthesis was observed in all groups ...
2446,p,Chemical,...PGE2 synthesis was significantly higher i...
2449,prostagland,Chemical,...05 ). The changes in renal prostaglandin synthesis were accompanied by evidenc...
2452,prostagland,Chemical,... ). These results suggest that enhanced prostaglandin synthesis contributes to maintenance ...
2452,prostagland,Chemical,"...ical integrity , and that inhibition of prostaglandin synthesis may lead to pathological re..."
2456,arrhythmia,Disease,... in the number of patients with warning arrhythmias between 15 and 45 minutes after the ad...
2469,h,Disease,...Cardiovascular dysfunction and hypersensitivity to sodium pentobarbital ...
2469,sensiti,Disease,...Cardiovascular dysfunction and hypersensitivity to sodium pentobarbital induced by ...
2472,h,Disease,...of the barium effect was a demonstrated hypersensitivity of the cardiovascular sy...
2472,sen,Disease,...e barium effect was a demonstrated hypersensitivity of the cardiovascular system to...
2472,cardiovascular,Disease,... a demonstrated hypersensitivity of the cardiovascular system to sodium pentobarbital ....
2479,disturbances,Disease,"...racteristics , the myocardial metabolic disturbances , and the hypersensitivity of the cardi..."
2482,death,Disease,"...ension , intracerebral hemorrhage , and death ...."
2484,pp,Chemical,...lol either by mouth for 48 hours before PPA or as a rapid intravenous infusion aft...
2484,pp,Chemical,...r as a rapid intravenous infusion after PPA ....
2485,pp,Chemical,...stolic ). Intravenous propranolol after PPA also decreased blood pressure ....
2494,propranolo,Chemical,...0 L / min ). Intravenous propranolol reversed these effects ....
2495,propranolo,Chemical,...ec / cm5 ) and was further increased by propranolol 22 %( to 2660 +/- 1200 dyne X sec / cm...
2495,pp,Chemical,...00 dyne X sec / cm5 ). We conclude that PPA increases blood pressure by increasing...
2495,propranolo,Chemical,"...esistance and cardiac output , and that propranolol antagonizes this increase by reversing..."
2497,pp,Chemical,...This is probably because PPA has less beta 2 activity than does nor...
2499,d,Disease,...possible relationship between mesangial dysfunction and development of glomerular...
2501,proteinuri,Disease,"...fter 4 weeks the PAN rats were severely proteinuric ( 190 +/- 80 mg / 24 hr ), and all rat..."
2501,co,Chemical,"...0 mg / 24 hr ), and all rats were given colloidal carbon ( CC ) intravenously ...."
2501,cc,Chemical,... all rats were given colloidal carbon ( CC ) intravenously ....
2506,s,Disease,...Glomeruli with sclerosis contained significantly more CC...
2506,rosis,Disease,...Glomeruli with sclerosis contained significantly more CC than no...
2508,cc,Chemical,...Since mesangial CC clearance from the mesangium did not ch...
2508,cc,Chemical,"...nt , we conclude that this preferential CC localization within the lesions is caus..."
2508,cc,Chemical,...n the lesions is caused by an increased CC uptake shortly after injection in appar...
2513,alpha,Chemical,...between nicotine - induced seizures and alpha - bungarotoxin nicotinic receptor conce...
2513,bungarotoxin,Chemical,...nicotine - induced seizures and alpha - bungarotoxin nicotinic receptor concentration was fo...
2514,convuls,Disease,...Mice sensitive to the convulsant effects of nicotine had greater alph...
2514,alpha,Chemical,...vulsant effects of nicotine had greater alpha - bungarotoxin binding in the hippocamp...
2514,bungarotoxin,Chemical,...effects of nicotine had greater alpha - bungarotoxin binding in the hippocampus than seizure...
2518,pro,Disease,...Acetaminophen ( APAP ) produces proximal tubular necrosis in Fischer 344 ( ...
2519,nephrotox,Disease,"..., p-aminophenol ( PAP ), a known potent nephrotoxicant , was identified as a metabolite o..."
2520,p,Chemical,...rpose of this study was to determine if PAP formation is a requisite step in APAP...
2522,apa,Chemical,...BNPP ( 1 to 8 mM ) reduced APAP deacetylation and covalent binding in ...
2528,p,Chemical,"...It is concluded that PAP formation , in vivo , accounts , at l..."
2530,ate,Chemical,... the course of intravenous morphine sulfate for post - operative analgesia ....
2531,seizure,Disease,... 6 - 24 micrograms / kg / hr and had no seizures ....
