doc_id,word,label,context
2838,cystoscopy,Disease,... evaluation of etomidate for outpatient cystoscopy was embarked upon ....
2876,water,Chemical,...nal hemodynamics and tubular sodium and water handling were assessed by clearance tec...
2882,drugs,Chemical,...Adverse reactions to drugs are well recognized as a cause of acute...
2906,retching,Disease,"... major response (< or = two vomiting or retching episodes , and no antiemetic rescue ) w..."
2906,retching,Disease,"...nd a complete response ( no vomiting or retching , and no antiemetic rescue ) in 18 %, 4..."
2923,dihydrothienopyridine,Chemical,"...Pharmacological studies on a new dihydrothienopyridine calcium antagonist , S-312-d ...."
2923,calcium,Chemical,"... studies on a new dihydrothienopyridine calcium antagonist , S-312-d ...."
2947,death,Disease,...Flumazenil induces seizures and death in mixed cocaine - diazepam intoxicatio...
2947,intoxications,Disease,...s and death in mixed cocaine - diazepam intoxications ....
2948,intoxication,Disease,...zures in mixed cocaine - benzodiazepine intoxication ....
2968,inulin,Chemical,...duction in renal blood flow ( RBF ) and inulin clearance ( CIn ) as well as marked tub...
2969,renin,Chemical,... significant increase in renal cortical renin and endothelin - 1 contents were also o...
2970,sod,Chemical,...Superoxide dismutase ( SOD ) or dimethylthiourea ( DMTU ) signific...
2971,sod,Chemical,...The SOD - induced increase in glomerular filtra...
2971,renin,Chemical,"...GMP excretion , and a decrease in renal renin and endothelin - 1 content ...."
2972,sod,Chemical,...SOD did not attenuate the tubular damage ....
2974,sod,Chemical,...Neither SOD nor DMTU affected the renal cortical GM...
2975,sod,Chemical,...These results suggest that 1 ) both SOD and DMTU have protective effects on GM ...
2975,sod,Chemical,"...s for the protective effects differ for SOD and DMTU , and 3 ) superoxide anions pl..."
2977,dna,Chemical,...ability of cardiomyocytes to synthesize DNA in response to experimentally induced c...
2980,dna,Chemical,"...No DNA synthesis , as assessed by autoradiogra..."
2982,dna,Chemical,...rmine whether the capacity for reactive DNA synthesis was also subject to genetic r...
2984,anp,Chemical,...ntral cardiovascular effects of AVP and ANP in normotensive and spontaneously hyper...
2985,anp,Chemical,...P ) and of atrial natriuretic peptide ( ANP ) on control of arterial blood pressure...
2994,ccb,Chemical,...CCB was reduced in WKY and SHR after LV adm...
3022,ssris,Chemical,...lective serotonin reuptake inhibitors ( SSRIs ) and their toxic effects ....
3024,ssris,Chemical,...iously linked with high blood levels of SSRIs ....
3026,paf,Chemical,...homa ; possible role of TNF - alpha and PAF ....
3030,syndrome,Disease,"... , including the four who developed the syndrome ...."
3030,tnf,Chemical,"... biological assays of IL - 1 , IL - 2 , TNF and PAF were performed during Ara-C inf..."
3030,paf,Chemical,"...cal assays of IL - 1 , IL - 2 , TNF and PAF were performed during Ara-C infusion to..."
3032,tnf,Chemical,...As TNF and PAF are thought to be involved in t...
3032,paf,Chemical,...As TNF and PAF are thought to be involved in the devel...
3069,dysrhythmogenicity,Disease,...Epinephrine dysrhythmogenicity is not enhanced by subtoxic bupivacaine...
3076,saline,Chemical,"... received 1 or 2 mg / kg bupivacaine or saline over 5 min , followed by 10 micrograms ..."
3081,qt,Disease,...Epinephrine shortened QT less after bupivacaine than in control ...
3090,dysrhythmogenicity,Disease,...bupivacaine administration enhances the dysrhythmogenicity of subsequent epinephrine...
3093,milk-alkali,Chemical,"...le , and sucralfate ), the frequency of milk-alkali syndrome has decreased significantly , ..."
3094,milk,Chemical,...Milk-alkali syndrome can present serious and...
3094,alkali,Chemical,...Milk-alkali syndrome can present serious and occasi...
3100,antidepressants,Chemical,...develops in association with the use of antidepressants indicates that NMS and SS...
3118,hemoglobin,Chemical,...rid tumors were not hemorrhagic and had hemoglobin content and outward appearance identica...
3152,hgh,Chemical,... recently demonstrated that recombinant hGH exacerbates renal functional and struct...
3167,gh,Chemical,...odify gene expression of the IGF - I or GH receptors ....
3174,amnesic,Disease,...ereafter produced no significant anti - amnesic effect ....
3179,hcrh,Chemical,...man corticotropin - releasing hormone ( hCRH ) and thyrotropin - releasing hormone (...
3179,trh,Chemical,...) and thyrotropin - releasing hormone ( TRH ) are known to stimulate ventilation af...
3205,aminotransferase,Chemical,... the hepatitis B e antigen status or in aminotransferase levels ....
3207,hbv,Disease,...as safe and effective in suppression of HBV DNA in Chinese HBsAg carriers ....
3216,anticoagulant,Chemical,"...riod , and who had been treated with an anticoagulant were identified as potential cases of V..."
3260,tfl,Chemical,...p who received a total of 192 cycles of TFL : nine cycles ( 5 %) were associated wi...
3294,prl,Chemical,...- long extremely high increase in serum PRL levels produced by implantation of MMQ ...
3319,placebo,Chemical,"...s ; mean age 26 years ) received either placebo , 400 mg ibuprofen , or 800 mg ibuprofe..."
3343,water,Chemical,...e normal blood glucose concentrations ; water deprivation testing indicated nephrogen...
3348,saline,Chemical,"...a 15 - minute intracoronary infusion of saline ( n = 10 , control subjects ) or cocain..."
3348,saline,Chemical,...in ( n = 10 ). No variable changed with saline ....
3358,hiv,Disease,...g ureteric obstruction in patients with HIV undergoing indinavir therapy ....
3359,hiv,Disease,"... CT features of ureteric calculi in six HIV-infected patients receiving indinavir ,..."
3359,hiv,Disease,"...ving indinavir , the most commonly used HIV protease inhibitor , which is associate..."
3364,obstruction,Disease,... enable diagnosis of ureteric stones or obstruction in patients with HIV infection who rece...
3388,syndrome,Disease,...ely to participate in the onset of this syndrome ....
3393,cyp7a,Chemical,"...s of cholesterol 7alpha - hydroxylase ( CYP7A ), and sterol 27 - hydroxylase ( CYP27 ..."
3393,cyp27,Chemical,"... CYP7A ), and sterol 27 - hydroxylase ( CYP27 ), as well as of other enzymes involved..."
3402,bile,Chemical,...e 6beta - hydroxylase were increased by bile diversion and suppressed by EE ....
3407,vip,Chemical,... of vasoactive intestinal polypeptide ( VIP ). Helodermin produced hypotension in a...
3407,vip,Chemical,...imately similar potency and duration to VIP ....
3408,peptides,Chemical,...Hypotension induced by both peptides was significantly attenuated by glibenc...
3409,oxyhemoglobin,Chemical,...Oxyhemoglobin did not affect helodermin - induced hyp...
3411,edrf,Chemical,...EDRF ( endothelium - derived relaxing factor...
3488,apoptosis,Disease,...olites of the parent compound to induce apoptosis in HL60 cells and human bone marrow pro...
3489,apoptosis,Disease,... with each compound ( 0 - 200 microM ). Apoptosis was assessed by fluorescence microscopy...
3491,apoptosis,Disease,"...tabolites , NCQ436 and NCQ344 , induced apoptosis in HL60 and HBMP cells in a time - and ..."
3491,ncr181,Chemical,"... dependent manner , while the phenols , NCR181 , FLA873 , and FLA797 , and the derivat..."
3491,fla873,Chemical,"...t manner , while the phenols , NCR181 , FLA873 , and FLA797 , and the derivatives form..."
3491,fla838,Chemical,"... by oxidation of the pyrrolidine ring , FLA838 , NCM001 , and NCL118 , had no effect ...."
3491,ncm001,Chemical,"...tion of the pyrrolidine ring , FLA838 , NCM001 , and NCL118 , had no effect ...."
3491,ncl118,Chemical,"...yrrolidine ring , FLA838 , NCM001 , and NCL118 , had no effect ...."
3492,apoptosis,Disease,"...ic effect in both cell types , inducing apoptosis at lower concentrations and necrosis at..."
3493,apoptosis,Disease,"...cts in HL60 and HBMP cells , leading to apoptosis , while the phenol metabolites were ina..."
3494,apoptosis,Disease,"... hydroquinone , but not phenol , induce apoptosis in HBMP cells [ Moran et al ., Mol ...."
3500,7e,Chemical,...7e exhibits a high reversal of catalepsy i...
3506,nos,Chemical,...l - induced catalepsy and the number of NOS neurons in areas related to motor contr...
3510,nos,Chemical,...hemistry was also employed to visualize NOS as an index of enzyme expression in mic...
3512,saline,Chemical,...pontine tegmental nucleus compared with saline ....
3546,anorexigens,Chemical,...Anorexigens and pulmonary hypertension in the Unite...
3551,antidepressants,Chemical,"...en with special attention on the use of antidepressants , anorexigens , and amphetamines ...."
3551,anorexigens,Chemical,"...tention on the use of antidepressants , anorexigens , and amphetamines ...."
3552,anorexigens,Chemical,...onary hypertension [ SPH ]). The use of anorexigens was common in both groups ....
3553,sph,Disease,...l association with PPH as compared with SPH ( adjusted odds ratio for use > 6 month...
3560,sph,Disease,...ence of anorexigen use in patients with SPH also raises the possibility that these ...
3560,anorexigen,Chemical,...The high prevalence of anorexigen use in patients with SPH also raises th...
3567,transaminasemia,Disease,"...ther than thrombocytopenia , alopecia , transaminasemia , hyperkalemia , hypoaldosteronism , an..."
3571,prograf,Chemical,"...patient receiving tacrolimus ( FK 506 , Prograf ; Fujisawa USA , Inc , Deerfield , Illi..."
3594,hiv,Disease,... because of its use in toxoplasmosis in HIV - positive patients ....
3617,hydration,Chemical,... diarrhea requiring hospitalization for hydration ....
3626,mixed,Disease,"...iagnosis of bipolar disorder , manic or mixed , were randomized to olanzapine , 5 to ..."
3633,euthymia,Disease,"...% vs 43 %, respectively ; P =. 02 ) and euthymia ( 61 % vs 36 %, respectively ; P =. 01 ..."
3652,isotretinoin,Chemical,...A case of isotretinoin embryopathy with bilateral anotia and T...
3658,saline,Chemical,...of intravenous methoxamine or placebo ( saline ) were administered to a group of women...
3688,cocaine,Chemical,...OBJECTIVES : Simultaneous abuse of cocaine and ethanol affects 12 million American...
3688,ethanol,Chemical,...VES : Simultaneous abuse of cocaine and ethanol affects 12 million Americans annually ....
3694,c,Chemical,...RESULTS : Two of eight dogs in the C + E group experienced cardiovascular co...
3694,e,Chemical,...RESULTS : Two of eight dogs in the C + E group experienced cardiovascular collap...
3698,c,Chemical,"...hythmias were primarily observed in the C + E group , in which four of eight dogs..."
3698,e,Chemical,"...mias were primarily observed in the C + E group , in which four of eight dogs exp..."
3702,menopause,Disease,...the use of veralipride for treatment of menopause : case report ....
3703,menopause,Disease,"...er motor functions following therapy of menopause related symptoms with veralipride , as ..."
3706,hiv,Disease,"..., known as bradycardia , in people with HIV ...."
3708,myeloperoxidase,Chemical,...Frequency of appearance of myeloperoxidase - antineutrophil cytoplasmic antibody (...
3709,myeloperoxidase,Chemical,...OBJECTIVE : Myeloperoxidase antineutrophil cytoplasmic antibody ( M...
3717,mpo,Chemical,"...RESULTS : Before treatment , the MPO - ANCA titres of all 102 untreated Grav..."
3717,anca,Chemical,"...RESULTS : Before treatment , the MPO - ANCA titres of all 102 untreated Graves' dis..."
3734,pk,Chemical,...Oral pre - treatment with PK ( 80 mg kg (- 1 ) day (- 1 ) for 15 day...
3743,eads,Disease,"... - sotalol and azimilide rarely induced EADs in canine left ventricles , they produc..."
3743,eads,Disease,"...eft ventricles , they produced frequent EADs in rabbits , in which more pronounced Q..."
3744,eads,Disease,...l facilitated transmural propagation of EADs that initiated multiple episodes of spo...
3745,eads,Disease,"...reased APD more than dl - sotalol , its EADs often failed to propagate transmurally ..."
3770,antioxidants,Chemical,...f superoxide radicals in vitro and that antioxidants attenuate ototoxicity in vivo ....
3775,saline,Chemical,...ted group was 45 - 50 dB higher than in saline - injected controls ....
3812,antimicrobial,Chemical,...Antimicrobial - induced mania ( antibiomania ): a rev...
3844,dfc,Chemical,"...and significantly higher than those for DFC ( after one hour : GTN ,- 12 ...."
3944,erythrocytes,Disease,"... albumin , creatinine , the presence of erythrocytes , leukocytes , bacteria and crystals , ..."
3944,leukocytes,Disease,"...tinine , the presence of erythrocytes , leukocytes , bacteria and crystals , and culture w..."
3944,bacteria,Disease,"...presence of erythrocytes , leukocytes , bacteria and crystals , and culture were analyze..."
3944,albumin,Chemical,"...METHODS : Urinary pH , albumin , creatinine , the presence of erythroc..."
3966,ck,Chemical,"...ed serial sampling of creatine kinase ( CK ), CK - MB , and cardiac troponin I ( c..."
3966,ck,Chemical,"...ial sampling of creatine kinase ( CK ), CK - MB , and cardiac troponin I ( cTnI ) ..."
3966,ctni,Chemical,"...K ), CK - MB , and cardiac troponin I ( cTnI ) over eight hours ...."
3967,ctni,Chemical,...- MB criteria for MI and 38 ( 16 %) had cTnI elevations ....
3971,troponin,Chemical,...Troponin appears to have an equivalent diagnosti...
4004,nadh,Chemical,... - loading capacity and the activity of NADH - dehydrogenase were also suppressed in...
4063,bfgf,Chemical,"...activity of angiogenic agents including bFGF , VEGF and IL - 6 ...."
4063,vegf,Chemical,"...y of angiogenic agents including bFGF , VEGF and IL - 6 ...."
4085,plasma,Chemical,...Plasma concentrations sufficient to result in ...
4086,anaesthetic,Chemical,...Anaesthetic complications associated with myotonia ...
4103,ve,Chemical,"...Although VE had a similar decrease in both groups ,..."
4103,ve,Chemical,"...n the epileptic group , the decrease in VE was due to a significant ( p < 0 ...."
4112,fas,Chemical,...s have suggested that apoptosis via the Fas / Fas Ligand signaling system may play ...
4112,fas,Chemical,... suggested that apoptosis via the Fas / Fas Ligand signaling system may play an imp...
4113,fas,Chemical,... was to investigate the soluble form of Fas in patients with acute liver failure ....
4114,sfas,Chemical,...METHODOLOGY : Serum levels of sFas ( soluble Fas ) were measured by ELISA ...
4116,sfas,Chemical,...RESULTS : Serum sFas was significantly increased in patients...
4131,sfas,Chemical,... correlation was observed between serum sFas levels and aspartate aminotransferase (...
4133,sfas,Chemical,...USIONS : The increased concentration of sFas in serum of patients with acute liver f...
4133,fas,Chemical,...liver failure may reflect activation of Fas - mediated apoptosis in the liver and t...
4140,gait,Disease,"...or the akinesia , rigidity , tremor and gait also improved .( p < 0 ...."
4160,tuberculosis,Disease,...after being treated with ethambutol for tuberculosis of the lung or lymph node at Siriraj Ho...
4164,smoking,Chemical,"...litus , glaucoma and a history of heavy smoking ...."
4177,am149,Chemical,"...a new galenic formulation of propofol ( AM149 1 %), which does not contain soyabean o..."
4192,am149,Chemical,...001 ) occurred more frequently with AM149 than with Disoprivan ....
4215,antiepileptic,Disease,...trin alone or in combination with other antiepileptic drugs for at least 5 years ( range 5 - ...
4263,pparalpha,Chemical,... these genes as well as hepatomegaly in PPARalpha knockout [ PPARalpha -/-] mice indicate...
4263,pparalpha,Chemical,...as hepatomegaly in PPARalpha knockout [ PPARalpha -/-] mice indicated that the effects of...
4263,pparalpha,Chemical,...ndent upon the presence of a functional PPARalpha gene ....
4266,pparalpha,Chemical,...is and that the increased expression of PPARalpha target genes is secondary to this toxic...
4267,pparalpha,Chemical,...effects of amiodarone and indicate that PPARalpha protects against amiodarone - induced h...
4268,niacin,Chemical,...Safety and compliance with once - daily niacin extended-release/lovastatin as initial ...
4268,lovastatin,Chemical,...th once - daily niacin extended-release/lovastatin as initial therapy in the Impact of Med...
4269,niacin,Chemical,...Niacin extended-release/lovastatin is a new co...
4269,lovastatin,Chemical,...Niacin extended-release/lovastatin is a new combination product approved f...
4270,niacin,Chemical,...r study evaluated the safety of bedtime niacin extended-release/lovastatin when dosed ...
4270,lovastatin,Chemical,...fety of bedtime niacin extended-release/lovastatin when dosed as initial therapy and patie...
4273,niacin,Chemical,...urther education about dyslipidemia and niacin extended-release/lovastatin ....
4273,lovastatin,Chemical,...yslipidemia and niacin extended-release/lovastatin ....
4275,niacin,Chemical,"...4 , 217 patients ( 94 %). Compliance to niacin extended-release/lovastatin was 77 %, w..."
4275,lovastatin,Chemical,".... Compliance to niacin extended-release/lovastatin was 77 %, with 3 , 245 patients complet..."
4280,niacin,Chemical,...Niacin extended-release/lovastatin...
4280,lovastatin,Chemical,...Niacin extended-release/lovastatin...
4307,hemoglobin,Chemical,...A hemoglobin concentration of < 10 g / dL was define...
4316,ros,Chemical,...determine if elevated reactive oxygen ( ROS )/ nitrogen species ( RNS ) reported to...
4316,rns,Chemical,...tive oxygen ( ROS )/ nitrogen species ( RNS ) reported to be present in adriamycin ...
4334,daergic,Chemical,... functional status of the nigrostriatal DAergic system ....
4343,stereotypy,Disease,...5 and 3 mg / kg ) stereotypy and apomorphine ( 0 ....
4347,stereotypy,Disease,"...trazodone enhanced dexamphetamine stereotypy , and antagonized haloperidol catalepsy..."
4354,stereotypy,Disease,... and thereby potentiates dexamphetamine stereotypy and antagonizes haloperidol catalepsy...
4361,nondyskinetic,Disease,"...Nondyskinetic patients , but not the dyskinetic ones ..."
4377,ed,Disease,"...Increased ED - 1 , MAP kinases and NF - kappaB stain..."
4395,insulin,Chemical,...7 ( risperidone ). Fasting serum insulin concentrations differed among groups ( ...
4414,ischemic,Disease,...Brain injury ( percentage of the ischemic hemisphere ) was less in the 15 / HTN g...
4447,nsaids,Chemical,...to P and N associated or not to classic NSAIDs ....
4448,nsaids,Chemical,...without associated reactions to classic NSAIDs ....
4454,rush,Disease,"... of the following appeared : erythema , rush or urticaria - angioedema ...."
4458,nsaids,Chemical,...was documented among 9 P and N - highly NSAIDs intolerant patients ....
4460,analgesic,Chemical,...Case - control study of regular analgesic and nonsteroidal anti - inflammatory us...
4461,analgesic,Chemical,...he long - term use of aspirin and other analgesic and nonsteroidal anti - inflammatory dr...
4461,nsaids,Chemical,...onsteroidal anti - inflammatory drugs ( NSAIDs ) and end-stage renal disease ( ESRD ) ...
4487,nsaids,Chemical,...m use of nonaspirin analgesic drugs and NSAIDs is not associated with an increased ris...
4493,i,Chemical,...ppeared to respond to administration of i ....
4497,gap43,Chemical,...PURPOSE : GAP43 has been thought to be linked with moss...
4498,gap43,Chemical,...To investigate how GAP43 expression ( GAP43 - ir ) correlates wi...
4498,gap43,Chemical,"...To investigate how GAP43 expression ( GAP43 - ir ) correlates with MFS , we assesse..."
4498,gap43,Chemical,...nsitometry ) and extension ( width ) of GAP43 - ir in the inner molecular layer of th...
4516,saline,Chemical,...c .) or saline 10 min before caffeine ( 70 mg / kg i ....
4530,hormone,Chemical,...BACKGROUND : Hormone therapy ( HT ) is widely used for contr...
4532,ht,Chemical,"...S : To assess the effect of long - term HT on mortality , heart disease , venous t..."
4535,perimenopausal,Disease,"...lacebo , taken for at least one year by perimenopausal or postmenopausal women ...."
4535,postmenopausal,Disease,... at least one year by perimenopausal or postmenopausal women ....
4541,ht,Chemical,"...ely healthy women , combined continuous HT significantly increased the risk of ven..."
4543,ht,Chemical,...y statistically significant benefits of HT were a decreased incidence of fractures...
4544,ht,Chemical,"...ver 65 years taking continuous combined HT , there was a statistically significant..."
4553,hepatocellular,Disease,"...r damage was characterized according to hepatocellular , cholestatic , and mixed laboratory cr..."
4568,amoxicillin,Chemical,...Amoxicillin-clavulanate stands out as the most comm...
4568,clavulanate,Chemical,...Amoxicillin-clavulanate stands out as the most common drug rela...
4574,ros,Chemical,...production of reactive oxygen species ( ROS ) and to investigate the role of erdost...
4579,nag,Chemical,"...- acetyl - beta - d - glucosaminidase ( NAG , a marker of renal tubular injury ) ex..."
4579,sod,Chemical,...on but decreased superoxide dismutase ( SOD ) and catalase ( CAT ) activities ....
4579,catalase,Chemical,...reased superoxide dismutase ( SOD ) and catalase ( CAT ) activities ....
4579,cat,Chemical,...roxide dismutase ( SOD ) and catalase ( CAT ) activities ....
4580,nag,Chemical,"...icantly decreased renal MDA and urinary NAG excretion , and increased SOD activity ..."
4580,sod,Chemical,"...d urinary NAG excretion , and increased SOD activity , but not CAT activity in rena..."
4580,cat,Chemical,"... , and increased SOD activity , but not CAT activity in renal tissue when compared ..."
4588,depressed,Disease,...The authors report here a depressed patient comorbid with postprandial dysp...
4592,antiandrogenic,Chemical,...Antiandrogenic therapy can cause coronary arterial dis...
4593,lipid,Chemical,...AIM : To study the change of lipid metabolism by antiandrogen therapy in p...
4595,lipoproteins,Chemical,"...olesterols ( C ), triglycerides ( TG ), lipoproteins ( LP ), and apolipoproteins ( Apo ) B -..."
4595,apolipoproteins,Chemical,"...erides ( TG ), lipoproteins ( LP ), and apolipoproteins ( Apo ) B - 100 , A - I , and A - II pr..."
4596,vldl,Chemical,...d an increase of triglyceride levels in VLDL were induced by CPA ....
4604,chemotherapy,Chemical,"...liver and lung , was referred to us for chemotherapy from an affiliated hospital ; he had no..."
4615,anthracyclin,Chemical,"...e its well - known cardiotoxicity , the anthracyclin doxorubicin ( DOX ) continues to be an ..."
4625,saline,Chemical,...ant cardiac damage in comparison to the saline control group ( P < 0 ....
4630,saline,Chemical,... monoHER and those in mice treated with saline ranged from 1 ....
4643,flutter,Disease,...inistration for atrial fibrillation and flutter ....
4653,lad,Disease,"...atients with and without Tdp other than LAD and age , which were larger and older i..."
4655,angiotensinogen,Chemical,...rophy in transgenic rats with low brain angiotensinogen ....
4656,renin,Chemical,...hat a permanent deficiency in the brain renin - angiotensin system ( RAS ) may increa...
4657,angiotensinogen,Chemical,...( Iso ). Transgenic rats with low brain angiotensinogen ( TGR ) were used ....
4718,dopaminergic,Chemical,...Tonic dopaminergic stimulation impairs associative learnin...
4721,dopaminergic,Chemical,"...evodopa increases both phasic and tonic dopaminergic neurotransmission , the critical mechan..."
4733,myeloperoxidase,Chemical,...d C - reactive protein ( CRP ). Neither myeloperoxidase - nor proteinase - 3 - antineutrophil c...
4735,crp,Chemical,...ration of symptoms and normalization of CRP level ....
4739,hbig,Chemical,... Combined hepatitis B immune globulin ( HBIg ) and lamivudine in prophylaxis of the ...
4740,hbv,Disease,...n for patients with hepatitis B virus ( HBV ). METHODS : A retrospective chart anal...
4740,hbv,Disease,...n and 8 women ) transplanted for benign HBV - related cirrhotic diseases between Ju...
4749,hbv,Disease,...5 %( 5 / 8 ) of HBV - DNA and HBeAg positive patients respe...
4749,dna,Chemical,...5 %( 5 / 8 ) of HBV - DNA and HBeAg positive patients respectivel...
4785,protein,Chemical,"...hus , CAA directly reacts with cellular protein and non - protein thiols , mediating it..."
4785,protein,Chemical,"... reacts with cellular protein and non - protein thiols , mediating its toxicity on hRPT..."
4805,inattention,Disease,... improvements in emotional lability and inattention on the Conners ' Parent Rating Scale --...
4877,chemotherapy,Chemical,"...ave been helpful in this case , and how chemotherapy can exhibit substantial cardiotoxicity..."
4880,nsaid,Chemical,...rs of age who filled a prescription for NSAID or acetaminophen during 1999 - 2002 ....
4884,gi,Disease,...interval ) of hospitalization for AMI / GI vs the acetaminophen ( with no aspirin ...
4920,malaria,Disease,...ced arrhythmia in a patient with severe malaria ....
4921,malaria,Disease,...eported that there was a case of severe malaria patient with jaundice who presented wit...
4930,trigemini,Disease,"...lar contraction ( PVC )> 5 x / minute , trigemini , constant type -- sinoatrial block , p..."
5054,piperacillin,Chemical,...Piperacillin/tazobactam - induced seizure rapidly re...
5054,tazobactam,Chemical,...Piperacillin/tazobactam - induced seizure rapidly reversed by h...
5056,piperacillin,Chemical,...lonic seizure ( GTCS ) after 5 doses of piperacillin/tazobactam ( 2 g / 250 mg ) were given ...
5056,tazobactam,Chemical,... ( GTCS ) after 5 doses of piperacillin/tazobactam ( 2 g / 250 mg ) were given for bronchi...
5057,electrolyte,Chemical,... laboratory data revealed normal plasma electrolyte and ammonia levels but leukocytosis ....
5060,piperacillin,Chemical,...pisode recurred after the sixth dose of piperacillin/tazobactam ....
5060,tazobactam,Chemical,...ed after the sixth dose of piperacillin/tazobactam ....
5076,anesthetic,Chemical,...perating time or volume or frequency of anesthetic administration in patients with tempora...
5083,saline,Chemical,"...ned to five groups : intact - control , saline - control , melatonin - treated , BCNU ..."
5087,synaptophysin,Chemical,"...ty to glial fibrillary acidic protein , synaptophysin and transforming growth factor beta1 wa..."
5094,impase,Chemical,...Lithium inhibits IMPase and valproate inhibits MIP synthase ....
5098,nsaids,Chemical,...- steroidal anti - inflammatory drugs ( NSAIDs ) are a far more frequent cause ....
5108,dialysis,Disease,...He needed dialysis for 2 weeks and was treated successfull...
5121,hcv,Disease,"... also tested for liver enzymes , anti - HCV , HBeAg , and anti - HBe ...."
5136,cyclooxygenase,Chemical,...rostaglandin E2 ( PGE2 ) production and cyclooxygenase ( COX ) gene expression that increases ...
5136,cox,Chemical,... PGE2 ) production and cyclooxygenase ( COX ) gene expression that increases postop...
5149,ngf,Chemical,"...ation of another receptor known to bind NGF , p75 ( NTR ), after various durations ..."
5153,p75,Chemical,...01 ) in p75 ( NTR ) mRNA in DRG with intermediate a...
5153,ntr,Chemical,...01 ) in p75 ( NTR ) mRNA in DRG with intermediate and chr...
5163,eryptosis,Disease,"...celerated suicidal erythrocyte death or eryptosis , which is characterized by exposure of..."
5164,eryptosis,Disease,...xplored whether azathioprine influences eryptosis ....
5192,hiv,Disease,... after generic HAART in southern Indian HIV-infected patients ....
5192,haart,Chemical,...pectrum of adverse events after generic HAART in southern Indian HIV-infected patient...
5193,hiv,Disease,"...iretroviral therapy ( HAART ) use among HIV-infected individuals in South India , w..."
5193,hiv,Disease,"...a , we examined the experiences of 3154 HIV-infected individuals who received a min..."
5193,hiv,Disease,...ry 1996 and December 2006 at a tertiary HIV care referral center in South India ....
5199,cd4,Chemical,"...2 %; CD4 , 285 cells / microL ) and peripheral n..."
5202,cd4,Chemical,"...5 % of patients ( CD4 , 260 cells / microL ). Women were sign..."
5204,haart,Chemical,...r within 12 weeks of initiating generic HAART ....
5278,aprotinin,Chemical,...The risks of aprotinin and tranexamic acid in cardiac surgery ...
5279,aprotinin,Chemical,...s and mortality after administration of aprotinin compared to tranexamic acid in an unsel...
5280,aprotinin,Chemical,"... the first 5 mo , 596 patients received aprotinin ( Group A ); in the next 5 mo , 592 pat..."
5308,aprotinin,Chemical,...Administration of aprotinin should be avoided in coronary artery by...
5352,normotensive,Disease,...anesthesia ( TIVA ). METHODS : Sixty normotensive American Society of Anesthesiologists I...
5359,insulin,Chemical,...ory data revealed hyperinsulinemia with insulin resistance ....
5364,antithyroid,Disease,... should be aware of the side effects of antithyroid medications ....
5366,anca,Chemical,...ient with Graves' disease who developed ANCA positive carbimazole induced vasculitis...
5369,put,Chemical,...eported ANCA positive side effects than PUT ....
5370,anca,Chemical,...best of our knowledge this is the first ANCA positive carbimazole induced vasculitis...
5380,death,Disease,"...rease coronary heart events , strokes , death from coronary heart events or stroke , ..."
5427,l-dopa,Chemical,...ured in 6-OHDA - lesioned and treated ( L-DOPA+benserazide ) CB1 KO and WT mice ....
5427,benserazide,Chemical,... 6-OHDA - lesioned and treated ( L-DOPA+benserazide ) CB1 KO and WT mice ....
5428,lesion,Disease,...A lesion induced by 6-OHDA produced more severe ...
5430,l-dopa,Chemical,...Treatment with L-DOPA+benserazide ( 12 weeks ) resulted in le...
5430,benserazide,Chemical,...Treatment with L-DOPA+benserazide ( 12 weeks ) resulted in less severe dy...
5431,cannabinoid,Chemical,...The results revealed that the lack of cannabinoid CB1 receptors increased the severity of...
5438,tbarss,Chemical,...iobarbituric acid reactive substances ( TBARSs ) and superoxide production were measur...
5464,chemotherapy,Chemical,... advanced NSCLC previously treated with chemotherapy alone or with chemotherapy and EGFR inh...
5464,chemotherapy,Chemical,...treated with chemotherapy alone or with chemotherapy and EGFR inhibitors ....
5477,pakt,Chemical,...HC scores found that only phospho AKT ( pAKT ) was a significant independent predict...
5513,unresponsive,Disease,... admitted to the MICU after being found unresponsive with presumed toxicity from acetaminoph...
5533,hiv,Disease,...To determine whether the risk of HIV seroconversion among daily smokers of c...
5543,hiv,Disease,"...confounders , we found that the risk of HIV seroconversion among participants who w..."
5552,hiv,Disease,...nd to be an independent risk factor for HIV seroconversion among people who were in...
5568,ilk,Chemical,...This study investigates the role of ILK in liver enlargement induced by phenoba...
5568,ilk,Chemical,...barbital ( PB ). Wild - type ( WT ) and ILK : liver -/- mice were given PB ( 0 ....
5581,nhe3,Chemical,"...creased Expression of Na / K - ATPase , NHE3 , NBC1 , AQP1 and OAT in Gentamicin - i..."
5581,nbc1,Chemical,"... Expression of Na / K - ATPase , NHE3 , NBC1 , AQP1 and OAT in Gentamicin - induced ..."
5581,aqp1,Chemical,"...sion of Na / K - ATPase , NHE3 , NBC1 , AQP1 and OAT in Gentamicin - induced Nephrop..."
5581,oat,Chemical,"...a / K - ATPase , NHE3 , NBC1 , AQP1 and OAT in Gentamicin - induced Nephropathy ...."
5588,nhe3,Chemical,"...d expression of Na (+)/ K (+)- ATPase , NHE3 , NBC1 , and AQP1 in the kidney of gent..."
5588,nbc1,Chemical,"...ssion of Na (+)/ K (+)- ATPase , NHE3 , NBC1 , and AQP1 in the kidney of gentamicin ..."
5588,aqp1,Chemical,"... (+)/ K (+)- ATPase , NHE3 , NBC1 , and AQP1 in the kidney of gentamicin - treated r..."
